,Tweets,len,ID,Date,Source,Likes,RTs,User Location,Geo,Coordinates
67,"@ManuelaDavila @_CLACSO Muito Bom fico entusiasmo com Manuela, Boulos e Haddad. Agora Sander chegando está Frente Internacional vai aplacar o NeoFacismo. Amém",158,1065197201981431813,2018-11-21 10:56:18,Twitter for Android,2,0,ABC,,
68,"@lzwhatever @michelnigroo @wagner196 @ss_junior0 @CarvalhaisIsaac @jairbolsonaro A resistência acredita em Lula inocente, Haddad honesto, Manuela emponderada, Boulos trabalhador, Ciro inteligente, Moro é da cia etc...A única coisa que sei fazer em post esquerdista é rir. 😄😄😄",275,1065195032129531905,2018-11-21 10:47:40,Twitter for Android,0,0,Brasil,,
69,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065183735803465728,2018-11-21 10:02:47,Twitter for iPhone,0,46,"Cachoeirinha, Brasil",,
70,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065181324993019904,2018-11-21 09:53:12,Twitter Lite,0,46,Brazil,,
71,Já imaginaram o Haddad ganhando as eleições;  fosse impichado;  Manuela assumindo o poder Executivo do país?,108,1065180007562182658,2018-11-21 09:47:58,Twitter for iPhone,0,31,"Curitiba, Brasil",,
72,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065179938381340672,2018-11-21 09:47:42,Twitter for Android,0,46,,,
73,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065179201622474753,2018-11-21 09:44:46,Twitter for Android,0,46,osasco,,
74,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065175757197053952,2018-11-21 09:31:05,Twitter for Android,0,46,,,
75,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065170409870512128,2018-11-21 09:09:50,Twitter for Android,0,46,,,
76,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065169999281758208,2018-11-21 09:08:12,Twitter Web Client,0,46,Salvador BA,,
77,"NOÇÃO DO RIDÍCULO O PT e o PCdoB, o Haddad e a Manuela perderam a noção do ridículo ao mendigarem dinheiro para sua campanha, digasse de passagem - caríssima. Um péssimo exemplo do mau uso do dinheiro público. SEM... https://t.co/yz07BsgC8u",240,1065168937950855169,2018-11-21 09:03:59,Facebook,0,0,Balneário Camboriú - SC ,,
78,"@Haddad_Fernando @elpais_brasil Nunca vi uma eleição com tantos vices: Manuela era vice do Andrade, que era vice do Lula. Lula preso e Andrade se dizendo Lula e Lula achando que Andrade venceria, mas perdeu, e perdeu para um desconhecido que só usou 10% do dinheiro gasto pelos petistas e um Moto G. Puts",304,1065167078078976000,2018-11-21 08:56:35,Twitter for Android,0,0,,,
79,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065166405920804864,2018-11-21 08:53:55,Twitter for Android,0,46,,,
80,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065163443945254919,2018-11-21 08:42:09,Twitter for Android,0,46,"Campo Grande, Rio de Janeiro",,
81,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065163183558676481,2018-11-21 08:41:07,Twitter for Android,0,46,BRASIL/RJ,,
82,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065161255789502466,2018-11-21 08:33:27,Twitter for iPhone,0,46,,,
83,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065158401519509504,2018-11-21 08:22:07,Twitter for Android,0,46,,,
84,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065154952174202880,2018-11-21 08:08:24,Twitter for Android,0,46,"Distrito Federal BR, Brasília",,
85,@VillaMarcovilla - Agora Haddad é Lula e Lula é Haddad e Manuela vem depois.,76,1065152336362901504,2018-11-21 07:58:01,Twitter for Android,0,0,,,
86,"@Haddad_Fernando O Lula foi calado na maior injustiça que já vi mas temos aqui um novo Cara à altura. Estarei sempre com Lula, Haddad, Manuela e Boulos. O facista e os bolsominions que faça o timinho deles.",206,1065144024221270016,2018-11-21 07:24:59,Twitter for Android,0,46,"Rio de Janeiro, Brasil",,
